"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"SPATA6L",5.480961772,4.764638649,5.643247956,4.591255594,4.747198072,4.575697014,4.673614013,6.680293676,6.575495487,5.064586007,4.6766832,4.617569249
"SPATS2",6.548641443,5.979641445,5.616213915,7.226405746,6.045920554,5.79634048,7.089992507,5.435913289,5.099795704,6.721054142,6.279323461,6.637918884
"SPC24",7.197919128,7.29835547,7.098338377,7.711364241,6.362190258,9.653184335,8.682091339,6.436111341,6.646831015,7.912469669,9.148800093,8.167387882
"SPC25",6.02994463,5.178739463,4.701068288,6.838050139,4.931217907,7.099266843,6.289154833,5.239483108,4.894446941,5.348379958,6.895723456,5.762481447
"SPINT2",7.253704219,6.835698583,8.093103877,6.762192689,10.6919381,7.377177017,6.077898471,7.587173607,8.455972502,12.31689058,7.564844714,9.417260854
"SPNS1",8.756297641,9.282449,9.083727951,9.340413862,8.287945242,8.934080672,8.634225737,8.100370277,8.062388382,8.643327822,8.741906663,9.429641915
"SPON2",6.267737711,7.621718575,6.264926662,8.871218163,6.371795768,7.958064271,5.765981301,6.941641834,5.960360515,7.507915038,6.828370741,5.986876868
"SPP2",10.31407536,9.892745091,6.675379696,7.492376561,10.04221311,9.520113681,9.292335503,11.56982042,12.08994519,4.711525027,11.28806027,5.505097847
"SPRR1A",4.415301975,4.459275912,4.568900008,4.481771356,4.687200841,4.419116768,4.443797517,4.545163123,4.605772594,4.442564558,4.402647048,4.545294292
"SPRY2",8.184504933,7.773963975,8.25422745,7.375170527,8.155239958,7.055923875,6.417123629,7.907014607,7.268676299,7.137670655,6.373475353,7.253031263
"SPRYD4",8.484362377,7.959983728,8.335447544,7.589492833,9.223435289,8.359959689,8.805531038,9.070657685,9.238644586,6.350507494,8.264352099,8.072792059
"SPSB2",7.098984174,6.487884212,7.092693846,6.514790489,6.799155235,7.865085664,6.432744436,6.360932185,6.474819739,6.882156881,6.314415849,6.766896516
"SQLE",9.948734669,7.865774087,6.366005518,11.55501213,7.433256103,8.763506862,9.516869736,9.278481451,9.209968549,8.679159338,9.148255925,10.75097895
"SRD5A1",9.010373998,6.78153291,6.960082032,6.35109921,7.453141672,8.116750418,8.201420201,9.750207288,9.491019983,6.402948887,8.535557593,5.648026112
"SRM",7.50435163,8.0996002,8.142470882,9.515079597,8.137271999,7.698417163,9.210924301,8.184923991,8.301642256,7.530996502,8.55449422,7.575009026
"SRPK1",8.357967907,8.220678203,8.142806345,9.716957364,7.65664811,8.172074576,8.369098448,8.363476497,8.25422745,8.856056015,8.545603188,8.632885215
"SRPK2",5.840392383,5.827780928,6.464623341,5.617581017,6.743105784,5.310851572,5.797162318,6.104413687,6.140865434,6.316427168,6.961997281,5.810224382
"SRSF9",11.23377817,10.77838175,10.92636592,12.34950681,11.33365283,11.86544698,11.80349505,11.13081598,11.15156708,11.80965952,11.44745934,12.3837334
"SRXN1",8.447676441,7.293439938,7.671210199,8.113183043,8.19339521,8.368196094,8.887216595,8.268554559,8.346712765,7.121576141,8.251756374,8.85737216
"SSB",8.994470545,8.946639301,8.845838979,10.16467406,9.292916079,9.302383885,9.015404158,9.037917709,8.978979469,9.30019769,9.115008001,8.838351743
"SSNA1",7.985597027,8.150215649,7.627876136,8.68939161,7.650853065,8.716584401,8.772044794,7.659121531,7.475677879,7.707496903,7.980548052,8.388225948
"SSRP1",6.484044597,5.8451634,5.852476051,6.722914495,6.134212277,6.336371542,6.082497622,6.000372816,5.850514562,6.135860566,6.094341761,6.34507343
"ST3GAL3",6.023750149,7.025604163,6.593734666,6.844256302,6.381658313,7.061600353,7.257435088,6.759108195,7.158478627,6.250443619,7.055285265,7.339504314
"ST3GAL6",8.529526575,7.773279479,7.486035658,7.557725725,7.716862526,7.302790721,8.162291194,9.284584407,9.02114444,6.416825507,7.599662952,7.292090762
"STAG1",7.840995676,7.410655484,6.721348497,7.278920893,7.263164326,7.671930377,8.069280503,7.066173965,7.135293612,8.112006227,8.144530851,7.740267098
"STAM",7.285739736,6.939679943,7.158818143,7.384874008,7.396852798,8.245149017,7.886105531,7.190528755,7.192846397,7.756513105,7.741372736,7.042305604
"STAMBP",9.577307683,9.235362993,8.995439156,9.609063715,9.250881477,9.301758726,9.402401639,8.986715836,9.346780196,9.051404913,9.592642846,9.107034285
"STARD7",11.35169469,10.49814568,10.70761426,11.94839989,11.09896552,11.49035316,11.96658374,11.36030406,11.15917915,11.55308009,11.66651076,11.73585184
"STAU2",8.468276858,7.360448462,6.871848647,7.477989619,6.698436988,7.423696391,8.144530851,7.385271244,7.635153158,7.449240361,7.913229747,6.671502502
"STEAP3",10.25026158,9.60398813,10.29897542,9.149750178,10.60111605,9.309540335,9.542681196,11.50618329,11.24677998,6.429118637,11.3138098,10.16380693
"STIL",7.762092086,6.854696092,6.645960069,7.500693504,5.894957105,8.844389451,8.09757459,6.190065643,6.134212277,7.442207439,8.312924579,7.402935776
"STIP1",9.620415166,10.01886695,8.830715912,10.94362349,9.166050642,9.655808681,9.040422991,9.157825172,9.387970529,9.396427234,9.672621762,9.965098474
"STK24",11.41448547,10.71093997,10.59483434,12.32516535,11.40617495,10.69317013,11.24978443,10.60817269,10.58936896,12.92430981,10.32419553,11.48483417
"STK25",8.541889001,8.43673915,8.864291353,9.350296116,8.353310003,7.671210199,8.864807662,8.422259654,8.510379915,8.722613455,8.826859428,8.695476142
"STK3",9.321962328,8.852157497,8.400953081,9.296775915,8.482235447,8.328227293,9.24467186,8.523372356,8.64834507,9.525560722,8.619446829,9.518165991
"STK35",6.210351638,6.560387538,6.372101938,7.834935387,5.39437509,6.774836017,6.955914838,6.238045876,6.246103643,6.693663818,6.290674738,6.845293133
"STK39",7.995987221,8.744589553,6.924782987,7.300447117,7.811646215,7.732212852,6.450569975,6.337466151,6.645418326,9.42487665,6.298494838,6.452391231
"STMN1",8.04145831,7.223047956,6.987401527,8.908538148,7.115832886,8.781183263,9.678600068,6.889241261,6.883420988,8.18846478,9.581122239,7.783179139
"STOM",10.113602,8.328227293,10.06221896,7.810495423,9.321962328,10.16641352,9.118157258,9.855828548,9.470312144,10.45732096,8.74275648,9.238644586
"STOML2",11.47421111,10.26356698,10.60413803,12.98015078,11.2240561,11.92407519,11.10204031,11.31201537,11.17267762,11.04297315,11.5199346,11.44431273
"STRBP",7.046631303,8.12536654,7.82959125,9.250881477,6.169253631,6.94291473,8.076268272,7.230538521,7.510727857,7.995572581,7.357952513,8.728600097
"STT3B",8.426262036,6.778252216,6.901178685,7.57283848,7.402935776,7.880597652,7.186269607,7.922708294,7.914477872,7.58572647,8.736300764,6.677655098
"SUCLG2",9.936291297,10.45347166,9.897295253,8.37558012,10.06631232,9.139447844,8.910019934,10.17385775,10.5389765,8.430916661,9.852836319,9.501840412
"SUN2",11.69807379,11.86323076,11.69019112,11.28612722,12.13556731,11.91100666,11.37480853,11.80965952,11.93291608,12.03507253,12.04878462,11.96658374
"SUN5",5.09759806,4.828583873,4.732415262,4.948551422,5.118030945,5.236005916,4.674477851,4.968133603,5.173570475,4.722410618,5.233772201,5.002139457
"SUOX",10.26018174,11.20845985,10.91622692,9.367665949,10.61360626,10.2838953,10.62490192,10.73665252,10.70761426,9.062503713,10.74730544,10.97165458
"SUPT16H",10.32419553,9.377975024,9.527364905,10.5664076,9.581777871,9.908438719,10.57054051,9.271072787,9.617304203,9.683300385,9.875012026,10.03303239
"SUPT4H1",9.213805109,8.934561403,8.338495967,9.592642846,9.173557468,10.27482704,9.267055048,9.135653903,9.110181227,9.186075557,9.793514123,9.523011287
"SUPV3L1",8.2173704,8.299928763,8.177779242,8.88147021,7.678156224,8.48046058,8.077130309,8.397463968,8.211260328,7.818496617,8.581063502,8.470334541
"SUV39H1",8.898993726,8.713369053,7.639618104,8.628726026,7.75078661,9.721505472,8.99027569,8.102329732,8.094366976,7.805367027,9.492974664,8.754830344
"SUV39H2",5.876721133,5.752907762,5.750353181,5.557241635,5.606022648,5.921583699,6.036580342,6.085914534,5.824917847,5.817767902,5.659109105,5.733543779
"SUZ12",10.95052907,10.85308972,10.35721809,11.07041978,10.10316422,10.71213449,11.3242426,10.10963083,10.16309914,10.93297983,10.53112689,11.45897433
"SVEP1",6.156395032,7.377817496,9.163261042,7.164034761,10.92087604,8.144098489,6.573346706,8.715650992,9.084820071,8.092719712,6.22252688,7.558709493
"SYT13",5.580569416,4.753665828,4.607421081,4.924869141,7.539621606,4.905009626,4.78920989,4.555258475,4.978638234,5.541158866,4.54068149,4.469928064
"TACC3",6.608401169,6.25583729,6.168172351,6.724725941,5.593756577,6.741803934,6.389992836,4.826353161,5.10715857,5.219692779,6.97271654,6.011595016
"TACSTD2",5.939917913,4.611839851,5.950924062,5.771322213,10.16051475,6.811905823,4.577720467,5.925459363,6.342183576,7.963828531,4.443322085,4.48722027
"TAF12",7.715699677,6.926348795,7.691358651,8.190846302,8.443269624,8.174845796,8.806012174,7.996740367,8.055971946,7.598971635,8.449694503,7.302790721
"TAF1A",5.417347926,5.49878818,4.847893861,5.178739463,5.068793469,5.316199166,5.148892875,4.896130082,5.247580178,5.423799553,5.366750209,5.092458183
"TAF2",7.810495423,6.777640231,7.04166084,7.815862884,7.016472323,8.013388512,8.322446189,7.352316652,7.521678535,8.124226057,7.5230267,7.288907614
"TAF4",7.923446943,8.682995182,7.600425832,8.865385,7.579495629,8.601169285,8.917059517,7.934432298,8.125769412,9.146614646,8.385696496,8.83603645
"TAF5",6.160376277,5.9284029,5.718830036,6.886131032,5.780224094,7.045588136,6.123928728,6.182408902,5.901942183,6.08033782,6.784120378,6.316956755
"TAF6",7.149958185,6.286449169,6.736127068,7.381360618,6.651056266,6.921775886,7.816580819,7.91564361,7.637373525,5.595524115,7.782070588,6.290674738
"TALDO1",12.25605668,12.17047897,12.4214782,12.62545475,12.14305204,12.62545475,12.01064709,12.21238156,12.06116798,11.85053443,12.49469362,12.50026446
"TAPT1",7.749611842,7.812500176,6.820857216,6.006191096,6.007760969,6.992407151,5.986615163,6.740879553,6.912929807,5.484682701,6.787147398,6.304371044
"TARBP1",8.245603758,7.977030289,7.233345763,7.258448102,6.557248274,6.505514542,8.154151193,6.663632402,7.476004981,8.152522155,7.429730628,8.214171963
"TARDBP",5.806957768,6.485782821,6.346700258,5.817539178,5.905895057,5.738282806,6.186008242,4.764784326,5.192926189,6.078179177,6.08776945,5.83956427
"TATDN2",7.974327165,8.803726603,7.445702756,8.056688833,6.668242766,7.207030095,6.980944496,6.598349915,6.95054972,7.089328445,7.468694913,7.913229747
"TBC1D13",7.274034196,8.044219864,7.347794416,8.779833118,7.305793236,7.466740313,7.913229747,7.272648331,6.716072518,7.344140609,7.450685157,8.287080623
"TBC1D14",8.786403766,9.642707798,9.048853775,9.360607138,8.085152779,8.576414835,8.898048723,8.240511912,8.822068954,8.42049875,8.544365939,10.35989338
"TBCC",6.879873404,6.857780199,6.436417744,7.240986407,7.295483219,7.560246904,6.984852453,7.101798821,7.059344663,7.26350194,7.039200457,7.289345132
"TBL2",7.492096798,6.730770458,6.7436769,7.689926642,7.18695558,8.43673915,7.168601803,7.435661111,7.514229,7.575009026,7.891393318,6.984552859
"TBX15",6.761861843,6.443143649,7.622733223,6.226781422,7.068971952,6.135332092,7.402552567,9.543946726,8.525540355,4.908007116,9.363863544,8.205601892
"TBXA2R",4.709475904,4.839766413,5.972870831,4.738882768,6.181370513,4.658300597,4.861507069,5.438825268,5.911596334,5.333487147,4.77604294,4.734629199
"TCEA2",11.03438457,10.40665505,11.6454891,8.85737216,10.78305081,9.859397972,12.32222102,9.320155857,11.01487006,9.457323808,10.74359336,9.993032968
"TCERG1",7.163034114,7.517917089,7.089328445,7.325190568,6.435507937,6.87794603,6.902997555,7.416350619,7.10413607,7.130239046,6.810997179,7.162379831
"TCF19",4.834270854,4.723578793,4.58399986,4.633695494,4.555282437,4.797088728,5.037892629,4.585024929,4.679308622,4.646382589,4.794468415,5.311157725
"TCF21",5.21422455,5.087175465,6.523821646,4.989127555,8.027438451,5.410720298,4.712061437,5.366400481,6.170098983,6.923504591,5.093699623,4.863728094
"TCF7",4.90441925,5.225479735,4.964341213,4.979609456,4.948491541,5.050647176,5.019762987,5.22919143,4.988176107,4.774505355,4.935873685,4.870966636
"TCF7L1",6.648612976,5.901026668,5.489857988,6.759108195,5.381037402,6.560963094,6.886451777,5.027755595,5.535287308,6.103378916,6.305238652,6.481320704
"TCF7L2",5.906427377,7.130864855,6.255004294,6.180773105,5.768066151,5.54368978,6.026347258,5.512018935,6.392086265,6.792382147,5.933493,6.01526747
"TCFL5",6.650766821,7.000044182,6.218281087,6.996438144,7.679265323,7.08632363,8.289127691,7.421580728,7.667212735,7.555978036,8.190846302,7.888445825
"TCHP",6.193958984,5.505097847,5.53661654,5.838588774,5.407187911,6.226204161,5.88855023,5.373673719,5.094413004,5.947909195,6.143651946,6.322158225
"TCP1",7.404275606,8.140622964,7.870749419,7.122259963,6.794535701,7.107903126,7.278586859,6.906089292,7.286420336,7.140973005,6.877296084,7.405762643
"TCTN2",4.485599498,4.554027427,4.482458056,4.561491411,4.647043593,4.623476329,4.612237086,4.792633819,4.628211754,4.673089156,4.627761778,4.496077567
"TDRKH",5.327452458,5.128112454,4.862443772,5.461847151,5.084621988,4.634658273,5.535797846,5.376713795,5.073796602,5.401960372,5.150156019,5.395460819
"TERF1",8.392392006,8.564910363,7.646066092,8.119161977,7.452218121,7.519730008,7.718531172,7.021698208,7.207653678,8.085919945,7.160229978,7.580538761
"TERT",5.115139118,4.722507031,4.781074831,5.220370806,4.570999941,4.813286406,4.699835324,4.849995181,4.823601523,4.600892558,8.98565994,4.77863149
"TEX10",7.007357692,6.688107597,6.574581452,8.356235182,7.585019714,8.326154295,7.59931694,7.52069633,7.027957492,8.015707595,7.019112737,7.567410473
"TF",15.09185498,15.17334396,14.96826165,14.75528207,14.5929164,14.42873769,15.23776273,14.99278834,15.0607914,11.65073589,15.00621177,14.39368931
"TFPI2",4.51944745,5.201064006,5.283898146,4.595212476,4.951660185,4.696836621,4.461890831,4.951773008,4.983709643,4.541944932,4.546045871,4.551891689
"TGFA",5.056533696,5.069744031,5.791154762,5.08068169,6.637588417,5.072099457,5.184302426,5.539827273,5.934479115,7.841331732,5.293997146,5.0024191
"TGFB1",5.959279336,6.601858535,6.397963816,6.203710602,6.04819088,6.830024844,6.192243654,6.192362984,5.984033338,7.094024152,5.639803256,6.000372816
"TGFB2",4.619557709,4.519862368,4.505685999,4.645972634,5.257463496,4.550280064,4.488380456,4.478716008,4.480626225,7.049729004,5.123710487,4.45469229
"TGFB3",5.011018564,4.669522753,4.563742043,4.587704904,4.882722124,4.71927403,4.869878535,4.998671023,4.654531368,4.736372311,4.782303411,4.649990685
"TGFBR1",4.739360824,4.603431595,4.792397253,4.924526902,4.583895875,4.738303637,4.613406431,4.841581295,4.736031427,4.840875608,4.587819233,4.834154783
"TGFBR2",10.01503095,10.323178,10.65585892,10.43854738,10.8176737,9.743038585,9.227213023,10.19512483,10.08653318,10.19912001,9.563491498,10.46915341
"TGS1",6.841819094,6.635791957,6.326647751,6.53751678,6.25583729,6.136978896,6.104649729,6.383704439,6.111687128,5.942628579,6.232088352,6.321332071
"THEM4",5.495096467,6.083760837,5.455238546,5.476643322,4.71651399,5.419060241,6.103948463,5.351513332,5.46201361,5.692464684,5.83246817,6.733953993
"THOC2",8.56709088,9.186075557,8.826378322,8.099971169,7.450336905,7.241298851,8.189281391,6.933306058,7.466740313,7.820676706,7.75975288,8.43673915
"THOC5",8.331250182,8.391948531,8.398724988,9.805727211,8.408053221,8.907531709,9.004630959,8.093505188,8.323447708,8.782173594,8.735411043,8.887723147
"THOC6",7.205492224,8.642479985,7.680295664,7.597156145,7.910523739,8.393182695,8.902797675,7.764228677,7.602596547,7.8691324,8.176488695,8.852157497
"THRSP",11.25282947,10.11126957,8.786403766,6.161262102,10.90133731,7.91489241,4.570885196,11.3322159,10.57534597,4.514405145,5.704712225,4.523494788
"TIGD1",5.24237587,4.885973318,4.788043111,4.853791763,4.799870571,4.710722889,5.317255719,4.642550777,5.037379,4.868868888,4.848575478,4.710875123
"TIGD2",7.597523328,5.956184911,7.635894396,6.662268335,7.276780677,7.496887521,8.763080285,8.561828838,8.916102171,6.042576473,9.604674618,8.101904622
"TIMELESS",9.22936951,7.833045931,7.39288728,8.893110031,7.462696685,9.788796659,9.712496308,8.2413256,8.42403927,8.354977123,9.290785364,9.090871539
"TIMM13",4.623027525,4.631359208,4.700888047,4.481848,4.916801472,4.745914561,4.432419807,4.36490653,4.573170492,4.778465055,4.489318449,4.482621075
"TIMM17B",7.837911889,7.97981732,7.254386005,8.116750418,7.340193347,8.208423578,7.701114575,7.36178891,7.126908296,6.819238012,7.934780683,7.783596495
"TIMM50",4.508933315,4.482275724,4.496775279,4.498548264,4.416996675,4.466796069,4.717473064,4.435613301,4.541164002,4.499054691,4.483859549,4.571482169
"TIMM9",8.038160702,6.745768279,6.841485014,7.329189947,7.414504556,7.951113539,7.493035824,7.360263432,7.112863655,6.977292411,7.603631002,6.83345653
"TINAGL1",5.031058274,4.943271144,5.361579197,4.685353513,5.262160383,4.885269698,4.773968903,4.968611329,4.623973276,5.630852215,4.545658547,4.768136029
"TIPIN",12.57761588,12.42994322,12.5579393,13.39444557,13.23665385,13.15511296,12.10239508,12.58368962,11.99014642,12.96320433,12.30380746,12.5274452
"TK1",7.823501522,6.794220714,6.616675051,8.82733199,6.313291209,10.91971485,8.497727316,7.363514346,7.250003915,7.438766937,10.32236515,7.596854068
"TKT",8.880925642,8.88246638,9.778333228,11.83969745,10.64829966,9.144420905,9.653184335,9.28576082,9.390715225,9.465880471,9.021667709,9.889760787
"TLCD1",7.857341833,6.116869617,5.565764854,7.200934578,5.693887491,7.316752597,6.885265268,6.361568207,6.544447933,6.452709195,6.091437865,8.251756374
"TLE1",8.549452929,8.818754411,7.608263451,8.097959697,7.158478627,9.723435868,8.266915905,7.091327296,8.240949964,8.307445502,8.005936274,8.273455315
"TLR4",5.435550688,5.221375521,7.598210471,5.493346696,6.366005518,5.345277198,5.889844054,6.374393424,6.154103578,5.659555785,5.861500381,5.774491933
"TMEM106C",11.06466065,9.103142548,9.275751182,9.253273606,9.451738646,9.623712744,10.98779279,8.179772392,8.942536575,8.953424216,9.708938272,9.787482799
"TMEM30B",8.155609747,8.319197561,7.469054577,7.442207439,9.099914082,8.355404174,7.618858082,8.771099424,8.898519346,9.016417415,9.975596942,8.763506862
"TMEM45A",8.501406943,7.252033072,10.79882655,7.020719175,10.52708467,8.641561236,7.475350703,10.16817303,8.611927852,8.626842421,9.481452251,5.843777891
"TMEM53",6.835415645,5.580941135,6.597766959,5.968799933,7.027957492,6.916052653,6.687538409,6.858731712,6.673660084,5.741093797,6.50969788,6.250443619
"TMEM65",4.824933736,4.970450405,4.662059889,4.664337873,5.043037826,4.745890308,4.603964802,4.878509247,4.652817443,4.612050959,4.847772314,4.690846747
"TMEM68",5.449255618,5.438078385,4.980431226,5.20338884,5.099601657,4.923490783,5.207878627,5.469434969,5.263186197,5.044113989,5.419702224,5.158087804
"TMEM69",7.969597126,7.423014118,7.921961477,9.466507595,8.268220156,8.422696037,9.262736868,8.252105654,7.633656799,7.895278038,7.825921894,8.281529777
"TMEM9",9.859397972,9.796098219,8.508516758,9.672621762,9.317139291,9.880140063,9.698366057,8.435473398,9.001960513,9.141677008,9.901046504,9.106473093
"TMPO",6.974549166,6.632832536,6.14393188,7.167307706,5.934731518,8.514666684,8.391121737,7.241904885,7.148932916,6.840801944,8.387421582,7.374823333
"TMSB10",12.9282544,13.25882784,13.99478896,13.00657426,13.48980568,12.87882934,13.03918142,12.46155141,12.31689058,14.11384894,12.54880496,12.8140299
"TNF",4.509208713,4.706093779,5.247991709,4.783181757,4.86167106,4.643240379,4.813188244,4.998591997,4.841104709,4.819078255,4.953785422,4.710515286
"TNFAIP2",6.180517493,7.134628564,9.699590791,6.300185962,7.287093988,6.040998514,8.153272602,6.481906182,7.364514505,6.653074409,6.425227978,7.309996564
"TOMM20",10.59059107,9.205985338,9.061471035,9.842932921,9.936291297,10.30505202,9.545583506,10.01955302,10.29976528,11.12956435,10.59375405,9.838455007
"TOMM40L",8.028224089,7.352641785,6.642888533,7.910523739,6.084576657,7.090338836,7.249254726,5.88640683,5.996397681,7.053947256,6.980944496,7.211780521
"TOP1MT",8.71804698,9.082737769,9.572760221,10.20084632,8.456888505,9.175190569,7.698075124,8.506321705,9.141153477,8.962991628,8.563520543,9.461517852
"TOP2A",9.58814049,7.962732204,6.396461692,9.931088072,6.356175771,10.02028431,10.64506245,6.579575669,7.068349462,8.582692809,10.26795102,9.815516565
"TOPBP1",7.992468327,7.303756957,7.195523904,6.85629409,6.273239247,7.017454887,7.425538144,6.713086164,6.859951506,6.794535701,7.292758514,6.76063337
"TP53",4.792925987,4.610285303,4.654697696,4.606260086,5.028072847,5.843293532,5.032172606,4.687216402,4.858611579,5.97084437,4.790072321,5.162143109
"TP53BP2",9.551834928,8.528152643,8.137731099,8.190491576,8.243261861,9.000349407,9.472810957,9.057345682,9.17997179,9.250881477,9.726205723,8.434159199
"TPD52L1",6.519353102,6.978024401,7.431179174,8.093103877,8.860301798,6.322674936,5.221489726,9.008838927,8.424948859,7.508232394,8.498144034,4.987449437
"TPD52L2",9.909939324,11.03725602,10.71341186,11.58644237,10.16733978,9.465184252,10.29068872,9.491019983,9.689689708,10.50511422,9.748817983,10.68076519
"TPM3",12.10041058,11.52722642,12.14745612,12.16832846,11.64731336,11.67702825,12.65693111,11.3483191,11.42259679,12.3603099,11.8482369,11.72779121
"TPMT",9.539363933,9.818234928,9.587389008,8.701238457,9.415890843,8.666543772,9.313725999,10.06464548,10.30596497,10.01503095,10.2439689,9.524267939
"TPPP2",4.977775827,5.04471135,5.458207675,4.544841276,5.200479786,4.860095631,5.161709553,6.29910237,6.091200019,4.481208638,5.413720028,4.941124882
"TPR",9.997311034,9.267595654,8.915157148,9.255593469,8.553175802,9.02810531,9.750207288,8.385264992,9.010800771,9.680688236,9.7409538,9.628712542
"TPSAB1",5.506636115,5.090957592,5.918829903,4.91034357,8.973725237,5.593756577,4.650871883,6.444887806,7.724020929,5.997467186,4.829229079,8.289490236
"TPX2",7.047878438,5.626593007,4.64542335,7.614162324,5.221988579,7.950057435,7.575009026,4.624802041,5.952398906,6.717015792,8.12536654,7.249673289
"TRAF5",6.760027104,6.590348954,7.344140609,6.746074419,6.303549793,6.302180216,7.25673396,5.586508878,5.997467186,8.171262926,5.674745806,7.020719175
"TRAPPC2L",9.651777255,9.565539369,10.04387858,10.18239933,10.64400216,10.39932602,9.86782577,10.3261583,10.31865134,9.950398724,9.623712744,9.804187863
"TRIM10",6.013618362,6.540534929,6.395596267,5.977376104,6.188391905,6.368261912,7.054336912,6.932301624,6.388267461,6.92539811,7.424816015,8.8901593
"TRIM11",6.919508165,6.681170847,6.08167445,5.817060412,5.669608986,6.707677724,6.052073536,5.492027311,5.65285451,6.661281402,6.27498329,5.918591286
"TRIM15",7.362783825,7.69219489,8.321507889,7.29835547,7.533055514,7.281633266,7.714257886,8.760213716,7.256096372,8.711049643,7.662422299,8.686907701
"TRIM16",4.683572159,4.633861942,4.749635082,4.709023456,4.498734314,4.559423855,4.723016545,4.637110308,4.673472461,4.764252458,4.569459631,4.559165878
"TRIM22",7.777153054,6.89996897,8.865385,6.110137255,8.415225023,8.346320194,6.886131032,8.627271985,8.522572037,7.391394679,6.417415364,8.083966456
"TRIM24",7.604009888,8.573411189,7.202488012,9.23800965,7.033086921,7.798133465,7.957632367,7.244231687,7.473993713,7.72956487,8.43767582,8.117116642
"TRIM28",8.326976137,8.347101502,7.781640129,9.669317495,7.968806947,8.869836743,8.60417778,7.951483101,7.956885998,9.195761474,8.318084583,8.697809402
"TRIM32",7.34380269,6.2721199,6.245839324,7.057825958,6.972994079,7.550749085,7.906614065,6.042857985,6.410946719,6.954381264,6.995183332,6.937199948
"TRIM71",4.599263642,6.324692846,4.715653521,8.625876337,4.711469798,5.473164118,4.677654655,4.643616336,4.768111442,4.798670098,4.792280121,7.598210471
"TRIP13",6.54827124,5.1532829,5.06250819,8.196307038,5.152866051,7.803406069,7.642909996,4.75913971,4.917950458,6.353655208,7.921156849,5.871599398
"TRMT1",7.346489594,8.588645799,8.358351012,8.524295216,7.787670243,8.116040302,7.558416814,7.877292406,7.767196142,8.592445584,7.770046461,8.584184763
"TRMT112",10.80884226,11.15156708,10.78526957,11.02276313,10.95565395,11.03725602,10.16380693,10.41164072,10.46102591,11.26470497,11.17267762,10.48323871
"TRMT12",7.827714589,6.871557212,6.680293676,7.893829594,6.93394897,7.096743191,7.458079427,7.204559852,6.958152585,7.447844756,6.997071541,7.02391646
"TRMT6",4.710052606,4.600996734,4.528712534,4.463061628,4.408996795,4.570532847,4.475110457,4.483460702,4.412642519,4.529727383,4.580029315,4.462744868
"TRMT61B",7.240671003,6.633665508,6.07471221,6.489787491,6.088324662,5.546338604,6.404069757,5.856126321,6.112743531,5.895237591,5.730240786,6.468401969
"TRNP1",8.1356437,5.65285451,6.258721057,10.83539279,9.236959642,9.107520103,8.638815216,5.701711333,6.042306456,9.304790259,8.843879333,8.647430605
"TROAP",6.06834067,6.484902811,5.38770017,7.042305604,4.740140648,8.014518956,7.719618107,4.737102394,5.242779909,6.851127128,7.70710692,7.316752597
"TRPM8",6.450886156,4.626347221,5.323595886,4.844909779,6.283345584,5.686592618,4.907712471,9.079431033,7.86873004,5.264905203,8.200583357,4.591715764
"TRPV4",5.664629666,6.10414855,5.808093046,5.252316616,6.306391867,5.154756666,4.818096244,5.580362524,5.603290515,6.700337622,4.826220766,4.898463855
"TRRAP",9.726205723,9.839216374,9.96766382,10.03303239,8.873279895,8.875416465,9.671976541,8.880429657,8.871218163,9.997311034,9.097247248,9.757057951
"TSC1",7.817025723,8.590595293,7.897599366,7.603631002,7.259187933,8.150988296,8.339385857,7.062494599,7.747989487,8.569361205,8.158383833,8.402199882
"TSC2",6.531447436,7.934780683,7.167939506,6.685623358,7.027285497,7.44471866,7.71458417,7.004759005,7.715309323,7.258161611,7.430517776,7.119170935
"TSEN2",7.190877222,7.531350461,7.042305604,8.073162417,7.034289362,7.028249996,6.766896516,7.223725159,7.277563941,7.484632066,7.007763234,7.450685157
"TSG101",10.42352236,10.38372757,10.02113475,10.37984224,10.38085608,10.85031994,9.664431673,10.40007606,10.09193899,10.54498964,10.44067709,9.95539135
"TSNAX",8.90087223,7.518973856,7.461988892,7.990227563,7.765340245,8.19587562,7.994810397,7.923446943,8.01779083,7.683827691,8.643327822,7.549360771
"TSPAN1",5.57168633,5.473701727,5.015653443,5.018129588,5.299956655,5.568659889,5.732365012,6.091987524,5.626991192,5.50070105,5.919584085,5.474635098
"TSPAN7",7.282589408,7.980163889,8.886623735,8.109656179,8.39672656,7.953475233,9.181159017,8.434159199,8.7969313,9.5629169,6.54348464,8.067736287
"TSPYL1",8.740008806,9.352681618,8.951358367,8.812376975,9.212806702,9.147683205,8.223859547,9.282449,9.250881477,8.580173337,8.711547812,9.007159592
"TTC21A",4.98225383,5.369418918,5.917660227,4.90933021,5.265434625,4.794501313,4.796869711,5.013246919,4.92841957,5.553378451,4.774632852,5.787953069
"TTC27",7.415952757,7.18695558,7.632216533,8.009807097,7.492720682,7.096382765,7.462313921,7.477300882,7.176917727,7.68735189,7.508232394,7.161340482
"TTF2",7.003164203,7.190528755,7.36080261,8.33616641,6.86662513,7.745686183,7.554294647,6.637918884,6.978704416,6.976603917,7.366722399,6.991471002
