"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"POLR3F",5.921921858,6.23501993,5.664629666,5.522244706,5.910156564,5.606244927,5.09651614,5.193154168,5.310128657,5.658253887,5.264219299
"POLRMT",8.935406641,8.533401265,9.06095764,9.677346677,9.173557468,9.067593834,9.108006227,9.341559999,9.143284207,9.665100075,9.429641915
"POP5",7.865085664,8.706295186,7.910147861,8.982569839,7.962732204,8.203160429,8.148172465,7.710226915,8.022202596,7.802330584,8.063237985
"POU2F1",5.907197688,6.541618763,6.236124487,6.233485145,6.110411824,5.815244175,6.335793035,5.775657116,5.897527187,6.191699461,6.272345264
"PPFIBP1",8.309662235,6.988670017,7.929906485,6.567423138,7.539248432,7.55112409,7.831551961,7.629009815,6.708541703,7.727590035,7.274396882
"PPFIBP2",9.98931628,10.10480267,10.60310008,9.194585542,10.41652376,10.84537878,10.63292859,10.70761426,11.07706695,11.04297315,10.1322716
"PPIA",6.306082868,6.610193789,5.912916897,5.993929059,5.41436377,5.9701178,5.751699127,6.038143721,5.703104002,5.454687305,6.038430542
"PPIH",7.819624592,8.536458829,7.684460034,7.997122646,7.902837405,7.531350461,7.8086026,7.730798254,8.428586308,7.578019123,7.733851007
"PPM1D",6.863451055,6.720129585,6.909549174,6.921138892,6.494048044,6.696244743,6.14903238,6.547668448,6.041521103,6.385806352,6.330746743
"PPM1G",10.43558983,10.35151726,10.32032903,11.2240561,10.43051047,10.49424346,10.42554959,10.21884659,10.66107672,10.85168131,10.76005515
"PPOX",6.796962043,7.476987503,6.927584392,7.483154755,7.385968394,6.988336703,6.900259313,6.890560839,7.207030095,7.420944413,7.101462556
"PPP1CC",10.34254429,10.58826225,10.34711695,11.23664227,10.10637457,10.261829,10.03798115,10.36157856,10.11675023,9.919716098,9.750886253
"PPP1R3B",6.980944496,7.165729878,7.1389788,6.244737845,6.50942307,7.380581169,5.940905021,7.126150551,5.884125739,5.324491931,6.653745714
"PPP2CB",9.762651308,9.725483885,9.830080423,9.896499108,9.617957454,9.885431259,9.869913321,9.802859905,9.664431673,9.346157852,10.06543971
"PPP2R1A",10.24494237,10.57176027,10.01410149,10.73181237,10.37492578,10.26527759,10.86059349,10.18152056,11.13231417,11.32608155,10.58271427
"PPP2R5A",9.56225155,9.90176954,9.75165853,10.1656034,10.07945735,9.722844717,10.18481868,9.672621762,9.335020415,10.01335587,9.539363933
"PPWD1",7.086050898,6.98003381,7.236020854,7.98318083,7.048183102,7.033976637,7.360078402,7.244231687,6.8908616,7.690262203,7.050089052
"PQBP1",7.898698065,7.837537173,7.791027546,8.84132234,8.029862171,7.920093258,8.357967907,8.273894406,8.374236093,8.455538964,8.483980522
"PRC1",5.488588788,7.110960884,6.349316826,8.627669188,6.466315922,5.633974684,5.846857521,7.386624,6.222799123,5.904373683,6.783781205
"PRCP",12.20759473,12.08994519,11.92407519,11.43745566,12.13808008,11.86935139,12.11530468,12.00859706,12.11530468,12.01531023,11.91716622
"PRDM10",6.143651946,6.223076297,6.415596522,6.300185962,6.402795919,6.750965702,6.785047882,7.339504314,6.587266992,6.945208115,6.527906379
"PRDM15",4.543863802,4.666382379,4.447487774,4.567893526,4.52265601,4.512335265,4.690144272,4.65348705,4.492679465,4.570214864,4.574761535
"PRIM1",6.859634375,7.748639114,6.894597593,8.429662032,6.535680798,6.687818322,6.263808387,7.40741776,6.435810542,5.952398906,6.923152
"PRIM2",5.950924062,6.030747717,5.379194036,5.798196355,5.372886828,5.484147032,5.352762487,6.400864354,5.532090976,5.33011222,5.432446888
"PRKAA2",4.475225188,4.480829661,4.449425341,4.581450708,4.493618397,4.55078691,4.454360931,4.560760868,4.604341629,4.394592906,4.570746594
"PRKAB1",6.772638605,8.148488884,7.37143574,8.128106464,7.488941929,7.178541891,7.626118476,7.579495629,7.503216252,7.593201051,7.37143574
"PRKAB2",7.406400166,8.944057156,8.357110368,8.709182978,8.51304993,8.611415894,8.424948859,7.976193238,7.827714589,7.653116662,7.754783211
"PRKAG1",7.325190568,7.468071401,7.583838209,7.011981321,7.26169792,7.64163515,7.677111803,7.664619175,7.938605991,7.517176757,7.841992438
"PRKAG2",8.483484731,8.605572535,8.607923144,8.575955646,8.771544194,9.337955252,8.405392214,9.752382632,8.381290223,8.584184763,8.757236675
"PRKAR2A",5.948664032,5.762276735,6.100637442,6.840801944,6.298494838,6.357666232,5.866848856,5.992434422,5.78290193,5.64911961,6.656875228
"PRKAR2B",4.73128042,4.534590549,4.703434543,4.613914302,4.587254923,4.456715779,4.51401822,4.41722644,4.698360166,4.717133896,4.508732743
"PRKCA",8.265689973,7.847348006,8.21165591,9.320832484,8.499966609,8.566185998,8.330789984,8.529033529,7.833400073,9.023846171,8.396322154
"PRKCB",7.43979919,5.40546344,7.285739736,6.085634873,7.445361977,7.153209698,7.768699277,7.302790721,6.686291051,7.753300879,7.085384957
"PRKCD",7.635894396,7.666465516,7.367732941,7.984081617,7.554294647,7.463017587,7.725518677,7.33987937,7.979433144,7.31877038,7.514569955
"PRKCG",4.587206542,4.802249751,4.548129239,4.899601348,4.656968279,4.475775676,4.480960722,4.766786847,4.651734442,4.881516035,4.779913401
"PRKD2",6.388267461,6.665207236,6.146866129,6.612921151,6.588248226,5.749386614,6.441658358,6.142613618,6.419957936,6.861113275,6.44661199
"PRKDC",8.729467157,8.97584973,8.72163982,9.199537288,8.586773675,8.709182978,8.681581257,8.572942167,8.961925033,8.699166839,8.674920317
"PRMT3",8.126971825,8.109656179,8.091158558,8.788827753,8.033463657,8.087215691,8.636483313,7.961506272,8.529976874,8.317242299,8.1756925
"PRODH2",10.43854738,11.00555214,10.49610767,8.992390068,10.69784036,10.63859348,10.48100234,9.924460192,9.623712744,9.641349829,10.33228803
"PROM1",6.347326104,4.751857974,5.723134399,4.673517928,5.073979067,5.458743815,5.872054342,5.431158538,7.75975288,4.942021897,5.309960375
"PRPF19",8.369532569,8.559053056,8.395900767,8.088500136,8.559053056,8.608303488,8.991837821,8.621745924,8.613189769,9.112870576,8.514260345
"PRPF3",8.898519346,9.371122922,8.217052429,10.30405741,8.99027569,8.692251602,8.997411082,8.737270797,7.822401313,8.72993687,8.398292464
"PRPF31",9.128277956,9.209399671,9.035922276,9.226656508,9.208835307,9.277382618,9.044575204,8.977870171,9.263775794,9.367120379,9.233806546
"PRPF6",5.067495921,5.810224382,5.318063259,5.545921871,5.366228961,5.172716124,5.004180412,5.43738596,4.997236006,4.489939654,5.205774171
"PRR14L",4.68469417,4.685514685,4.607495442,4.504263803,4.69151318,4.444769054,4.509649122,4.571586657,4.617028969,4.456274183,4.53835608
"PRRC1",8.412010474,8.150549339,8.529526575,8.592060956,7.825127512,7.980163889,8.304584761,8.183286356,8.27963184,7.917149858,8.171262926
"PRRC2C",8.690387781,8.701238457,8.554948235,8.957117918,8.204030387,8.600737207,8.582692809,8.571093017,8.565751662,8.782173594,8.887723147
"PRSS53",6.738891678,5.920782187,5.756624869,5.888069784,6.705506513,6.377550152,6.212008046,6.909867261,6.748225303,6.57693646,7.311352438
"PSG6",4.874128694,4.795180324,4.709925155,4.688745884,4.598215777,4.650589857,4.647441955,4.586888835,4.714531634,4.687303418,4.643496823
"PSMA1",10.45626757,11.0572159,10.79755954,10.86456015,10.59164169,10.57408616,10.61462356,10.71093997,10.91226497,10.64270465,10.78783991
"PSMB4",10.57290248,10.87428423,10.8191708,11.6204048,10.57965443,10.87724733,11.22273838,10.78783991,11.41120645,11.26743659,11.30264592
"PSMD1",9.687918386,9.893459895,9.85869271,10.2051933,9.390061345,9.457876455,9.529783601,9.594902293,10.03463387,9.462143361,9.753644541
"PSMD14",9.022280973,9.04720488,9.25152193,9.408827077,8.558175479,8.506321705,8.361727402,8.641108792,9.230013323,8.404910884,8.614056248
"PSMD3",6.319642292,6.437372571,6.534317352,7.073516307,6.331269418,6.529949736,6.523343834,6.653410563,6.840478042,6.561774058,6.845629155
"PSMD4",9.845217245,10.39260308,10.16641352,10.57647001,10.30157933,10.27482704,10.44673206,10.50005159,10.69317013,10.34608255,10.2846831
"PSMG3",6.722589573,5.965203904,6.568317138,6.814815533,6.468959518,6.319077923,6.64514173,6.474495667,5.999343117,6.479538399,6.010599231
"PSPH",5.44905712,5.93326475,6.02888852,6.350826855,5.516866895,6.213352474,5.281369344,5.919841916,6.266605271,4.883874706,6.224527051
"PTBP1",12.11761822,12.06635867,12.15882981,12.58696283,12.28832837,12.07550416,12.45560136,12.20467566,12.59979509,13.05527583,12.57090105
"PTBP3",9.697756344,8.84132234,9.446743031,10.11209952,9.568197362,9.208835307,9.711009443,9.529783601,9.701057085,9.823441717,9.379217586
"PTEN",10.63070834,10.94935478,10.97443439,10.12892335,10.59059107,10.94105256,10.86322254,10.56943334,10.61462356,10.74597314,10.67730477
"PTGES3",8.781183263,9.471497514,9.502562887,9.150787595,8.410261987,8.221921937,8.003903398,8.484362377,8.369098448,7.682460215,8.093505188
"PTGS2",7.363129064,5.846383735,6.892684212,5.685531514,6.924782987,6.211149708,6.73759205,6.487884212,7.971512155,7.242530186,7.06319746
"PTH1R",8.078346517,6.185738049,8.434644276,6.102771262,7.846261958,8.439858028,7.860756029,7.614162324,8.249056354,8.208423578,7.601486919
"PTK2",10.57408616,10.75485955,10.12555237,11.67895245,10.51550757,10.63292859,10.60931816,10.29144602,10.6989673,10.87970951,10.8176737
"PTMA",7.959621883,7.785193248,8.964485841,7.211019641,6.700623247,6.529692322,6.444579203,6.028628645,6.474819739,6.368758888,6.546428767
"PTPN12",8.392765331,8.176129757,8.162291194,8.239617506,8.136840447,7.942021883,8.2120732,7.780170276,8.218616164,8.118371247,8.251756374
"PTPN13",4.741495179,4.608122715,4.637422211,4.446110696,4.576899511,4.676114023,4.878509247,4.633809317,4.625032063,4.676487484,4.793581549
"PTPN3",7.443279291,6.440198398,7.647580887,8.032746276,7.714257886,8.240511912,8.520353646,7.761335442,7.806912071,8.243261861,8.037755909
"PTPRB",7.244928167,5.87897074,7.633656799,5.334807687,6.590662404,7.040677145,7.729200707,7.305166849,6.713086164,7.084646829,7.055010181
"PTPRG",5.382855113,5.890866278,5.776993091,5.436818589,5.800209603,5.855393568,6.148412417,4.930151619,6.323550497,6.049010251,5.697010901
"PTS",10.73298877,10.32801964,10.20332724,9.415245322,10.113602,10.31503301,9.962768053,10.58718382,10.38183281,10.6646215,10.06221896
"PTTG1",6.145848572,8.057949401,7.143403545,9.865832382,6.952061856,5.823184113,6.703603235,7.999518281,7.116479772,6.335537765,6.81681287
"PUF60",10.68076519,10.90538082,11.01065474,11.91944894,11.1866365,11.1351308,11.32244826,10.93297983,11.24492043,10.86059349,11.66848304
"PURA",7.866962303,7.853502277,7.594243806,8.005936274,7.828432292,7.839874929,7.794000122,7.271994884,6.764011184,7.602961479,7.135952247
"PUS1",9.553772938,9.597497343,9.714419727,10.57408616,9.354457083,9.430756544,10.14038427,9.577880142,9.501840412,10.33329351,10.02908094
"PUS10",6.329068521,6.954067944,7.217335251,6.461054329,6.397673427,7.116821957,6.530523333,6.61938833,6.603555586,6.282808164,6.559885072
"PUS7",7.477300882,6.961069677,7.486665884,8.035460096,7.087616587,7.357259364,7.704647778,7.36420052,6.725703718,7.480709079,7.779410275
"PWP1",9.326106723,9.551112466,9.20216349,9.377975024,9.478916267,9.393219722,9.250319131,9.114476267,9.188250711,9.074693342,9.483995871
"PWWP2A",5.839077277,5.689964016,5.758010324,5.83956427,5.140028234,5.301846483,5.326499722,5.536396712,5.46201361,5.823184113,5.224700952
"PXDC1",5.125341986,4.791500569,6.522276843,4.980287077,5.162366821,5.773823338,5.316678935,6.05261743,5.43067776,6.544447933,6.163655966
"PXMP2",12.51828912,12.68680402,12.17047897,12.8418727,12.8072477,13.05949663,12.0950816,12.91735836,11.78009053,10.60817269,12.64465502
"PYCR2",8.471196205,8.512146836,8.230596632,9.287484341,8.581407324,8.46288726,8.334156636,8.610946678,8.651959124,8.569361205,8.774339069
"PYGO2",4.997800298,5.292127744,5.212297095,6.19727107,5.253778431,4.963960944,5.50298059,4.83785767,5.441857901,6.086998151,5.57609198
"QSER1",5.282190557,4.750160932,5.16158868,4.844120052,4.847457949,5.249265126,5.137809121,4.816218401,5.002692146,4.843136819,5.285628386
"R3HDM1",5.533713759,5.475151919,5.839077277,5.488789833,5.674931936,5.272380368,5.60011759,5.429819172,5.509955907,5.547089487,4.93554589
"RAB11FIP4",4.527141237,5.227115455,4.719963807,5.696325331,4.684754017,4.815065259,5.195927847,4.772839438,4.830294548,4.830262311,4.641367371
"RAB13",5.899941967,5.782412921,6.094341761,5.818768857,6.325023091,6.176376731,7.031113398,6.821502804,7.287387567,7.512838659,6.47253119
"RAB20",7.437341176,6.528847003,7.80267344,5.880945219,6.443143649,6.91413391,7.198958317,7.941322056,7.801988527,7.397987754,7.530298782
"RAB22A",9.368217678,9.269288898,8.555840692,9.030669985,9.001960513,9.231710227,8.525978378,9.318902268,8.492291162,9.090871539,9.075727341
"RAB25",5.905341109,4.65908875,5.390877763,4.56767681,4.947780581,4.944413076,4.723999839,4.891426939,4.539675563,4.65036144,4.600302434
"RAB3GAP2",4.919088667,4.727481843,4.61490862,4.683325864,4.566643875,4.455907962,4.772973182,4.78665916,4.78551885,4.72615479,4.640794887
"RAB4A",7.733851007,8.107128562,7.861169994,7.758999922,7.893461653,8.114025895,7.471846623,8.021827473,7.41812691,7.321790698,7.718876365
"RAB4B",6.679978278,6.811301266,6.715526187,6.97421487,7.154916228,6.668601776,6.95973779,7.271222627,7.249464008,7.549752511,6.59459993
"RABAC1",8.89356107,8.526367347,9.193551152,9.256690869,9.421904634,9.209968549,9.110181227,9.269288898,10.32710956,8.996365531,8.861837217
"RABIF",4.836905666,5.213184733,5.130041248,5.673602062,5.01197827,4.833569179,4.79231125,5.096139974,4.837478101,5.210113287,5.213184733
"RAC1",11.10326071,11.29113806,11.42824923,11.3830779,11.32922524,11.09896552,11.35515556,11.33883852,11.23377817,11.58847222,11.37180102
"RACGAP1",5.736937242,6.341126029,6.138296608,8.158383833,6.267167645,5.473911997,5.068793469,6.453879493,6.022941734,5.840880615,6.085391189
"RAD1",4.556802714,4.987182903,5.432645509,5.200479786,5.076632865,5.212928056,4.659040924,4.927190539,4.809287562,4.520751731,4.557273654
"RAD21",8.249445385,8.302904925,8.397463968,9.249738799,8.335792607,8.837838996,8.690387781,8.926513294,8.754272209,8.699638877,9.044575204
"RAD50",5.980481357,5.753840616,6.478449331,6.713086164,6.534005777,6.530250009,6.610193789,6.026110255,6.421664921,6.5205051,6.751298714
"RAD51",8.946114688,8.736794916,8.585583435,7.889255992,8.703997795,8.350066655,8.804211815,8.048991743,7.585019714,8.650164365,7.943116811
"RAD51AP1",4.718746294,5.264071972,5.683010919,6.815843937,5.62336353,5.368773685,5.442988117,6.395036414,5.261790241,4.69088015,5.542341577
"RAD51C",7.077212387,7.690640251,7.091960666,8.11247366,7.159861556,7.073516307,7.280627051,7.402552567,7.548016908,7.059918114,7.197555348
"RAD54B",5.793514803,6.107332878,5.84733846,6.570428369,6.092788759,5.741522931,5.565172254,5.758236843,5.673218255,5.344649785,5.247869786
"RAF1",8.656448825,8.953424216,8.540493693,8.790267667,8.777569928,8.856056015,8.81182422,8.786403766,8.830715912,9.360134272,8.543347244
"RALA",9.895606337,10.01015587,9.504966623,9.874370193,9.771508754,9.593772173,9.633295519,9.47086339,9.524865529,9.936291297,9.813998854
"RALBP1",7.440788888,7.368090778,7.102555733,7.426528285,7.449960618,7.207986379,7.306150863,6.953091777,7.427896528,7.463017587,7.265145564
"RALGAPB",6.194517812,6.616085818,6.306391867,6.897601412,6.339706578,6.526163815,6.770450443,6.43442119,6.729869441,7.031113398,6.553231311
"RALGPS2",5.07052893,5.02596712,5.238943446,5.530105187,5.35986562,5.24701185,5.717330339,5.525620246,4.675075162,4.889242078,5.42129
"RAN",7.529656986,7.595348444,7.535143725,8.17854483,7.686236572,7.950761621,7.340193347,7.642557014,7.729200707,7.101462556,8.273894406
"RANBP1",9.812030521,9.892745091,9.888226224,9.878691825,9.596849496,9.666563766,9.518165991,9.534083624,9.44298404,9.228305079,9.525560722
"RANGRF",4.582603833,4.494618266,4.691649154,4.547167639,4.425706197,4.446131211,4.515228357,4.425266784,4.461294915,4.510104933,4.916013397
"RAP2A",8.938887954,8.630553535,8.174845796,8.756787138,7.987161681,8.043824758,6.914710627,7.949619824,8.522083899,8.411573464,8.097959697
"RAPGEF5",4.437080885,4.502114244,4.459360716,4.658643208,4.484973326,4.384120795,4.471309144,4.569346116,4.51072766,4.549646483,4.47576068
"RASSF4",7.221331784,8.560016608,7.540057972,7.810108675,7.473616429,7.113825764,7.775609722,7.166981716,8.164787671,7.863862748,7.204559852
"RB1",5.980206359,6.040463244,6.199538632,5.648026112,5.495279799,6.220310583,6.064832435,6.668601776,6.60963582,6.503344444,6.195914045
"RBBP5",6.802572129,6.694290668,7.02391646,7.095705575,6.453879493,6.87170293,6.72194798,6.96230091,6.213609911,6.099648698,6.900259313
"RBBP7",7.938276123,8.050169878,7.659121531,8.495854176,7.487647259,6.847456094,6.847705347,7.102874178,7.032117321,6.773730804,6.999671809
"RBM10",10.23306585,10.58271427,9.861628059,11.46432707,10.47727467,10.4267168,10.37401848,10.22312729,10.41931077,10.6873314,10.1479597
"RBM12",7.442950134,7.787332651,7.091327296,7.429001526,7.492720682,6.979681042,7.3157363,7.541526282,7.236319989,7.001482397,7.401908499
"RBM22",10.44673206,10.66934189,10.05912234,10.9632681,10.33435029,10.14038427,10.68076519,10.40098957,10.32961794,10.64829966,10.48515893
"RBM24",4.632972138,6.602676275,4.617670631,5.238676153,4.693093059,4.721543681,4.982466862,5.025876645,4.738377453,4.625489318,4.794411585
"RBM28",6.460178404,7.088977985,6.539040108,7.040677145,6.644863492,6.817120849,7.218347681,7.004133849,6.770162857,7.265145564,7.323214794
"RBM42",8.503638808,8.829786097,7.939825696,8.520765378,8.830216408,8.519105943,8.800783353,8.660660871,8.667903657,9.146614646,8.884092558
"RBM45",7.191570781,7.372075133,7.323805021,6.983870981,7.09469507,7.051322905,6.910804434,6.922443048,7.124783445,6.995183332,7.080784787
"RBM4B",8.160026604,8.157493236,7.591659758,8.298592131,8.147724582,8.019573122,8.277027784,7.828432292,7.663528367,8.041023965,7.972322267
"RBM8A",4.548534042,4.934020931,4.790125796,5.033949994,5.02183991,4.730146428,4.709366754,5.486125545,5.001927542,5.100568039,5.034030791
"RBMS3",6.24446556,4.939768992,5.72397467,4.875365668,5.722044514,5.838151526,6.500580087,5.87325407,6.255285923,6.294057355,5.648026112
"RBMX",8.814936658,8.471196205,8.258797569,8.747872166,8.577305269,8.447676441,8.629666183,8.842905523,9.071696281,8.778502656,8.557306245
"RBMX2",6.667005709,7.067377547,7.118850155,7.658409444,7.055621437,6.335537765,6.578641624,6.049010251,6.269112821,6.43355942,6.585518401
"RBP5",8.992390068,9.161161512,9.54450086,9.692912657,9.708938272,9.139999252,9.436721693,9.108992703,8.640644855,9.473995748,8.96249329
"RBSN",9.269288898,9.779061856,9.054747609,9.407673984,9.465184252,9.281872194,9.413051244,9.428245617,9.057345682,9.391942218,9.496667077
"RC3H1",4.552332383,4.440999775,4.873453899,4.481911974,4.646508855,4.420920104,4.573865269,4.49066264,4.578017724,4.695102244,4.520999136
