"","ENSEMBL","SYMBOL","ENTREZID"
"1840","ENSG00000089289","IGBP1","3476"
"1841","ENSG00000089327","FXYD5","53827"
"1842","ENSG00000089335","ZNF302","55900"
"1843","ENSG00000089351","GRAMD1A","57655"
"1844","ENSG00000089356","FXYD3","5349"
"1845","ENSG00000089472","HEPH","9843"
"1846","ENSG00000089486","CDIP1","29965"
"1847","ENSG00000089505","CMTM1","113540"
"1848","ENSG00000089558","KCNH4","23415"
"1849","ENSG00000089597","GANAB","23193"
"1850","ENSG00000089639","GMIP","51291"
"1851","ENSG00000089682","RBM41","55285"
"1852","ENSG00000089685","BIRC5","332"
"1853","ENSG00000089692","LAG3","3902"
"1854","ENSG00000089693","MLF2","8079"
"1855","ENSG00000089723","OTUB2","78990"
"1856","ENSG00000089737","DDX24","57062"
"1857","ENSG00000089775","ZBTB25","7597"
"1858","ENSG00000089818","NECAP1","25977"
"1859","ENSG00000089820","ARHGAP4","393"
"1860","ENSG00000089847","ANKRD24","170961"
"1861","ENSG00000089876","DHX32","55760"
"1862","ENSG00000089902","RCOR1","23186"
"1863","ENSG00000089916","GPATCH2L","55668"
"1864","ENSG00000090006","LTBP4","8425"
"1865","ENSG00000090013","BLVRB","645"
"1866","ENSG00000090020","SLC9A1","6548"
"1867","ENSG00000090054","SPTLC1","10558"
"1868","ENSG00000090060","PAPOLA","10914"
"1869","ENSG00000090061","CCNK","8812"
"1870","ENSG00000090097","PCBP4","57060"
"1871","ENSG00000090104","RGS1","5996"
"1872","ENSG00000090238","YPEL3","83719"
"1873","ENSG00000090263","MRPS33","51650"
"1874","ENSG00000090266","NDUFB2","4708"
"1875","ENSG00000090273","NUDC","10726"
"1876","ENSG00000090316","MAEA","10296"
"1877","ENSG00000090339","ICAM1","3383"
"1878","ENSG00000090372","STRN4","29888"
"1879","ENSG00000090376","IRAK3","11213"
"1880","ENSG00000090382","LYZ","4069"
"1881","ENSG00000090402","SI","6476"
"1882","ENSG00000090432","MUL1","79594"
"1883","ENSG00000090447","TFAP4","7023"
"1884","ENSG00000090470","PDCD7","10081"
"1885","ENSG00000090487","SPG21","51324"
"1886","ENSG00000090512","FETUB","26998"
"1887","ENSG00000090520","DNAJB11","51726"
"1888","ENSG00000090530","P3H2","55214"
"1889","ENSG00000090534","THPO","7066"
"1890","ENSG00000090539","CHRD","8646"
"1891","ENSG00000090554","FLT3LG","2323"
"1892","ENSG00000090565","RAB11FIP3","9727"
"1893","ENSG00000090581","GNPTG","84572"
"1894","ENSG00000090612","ZNF268","10795"
"1895","ENSG00000090615","GOLGA3","2802"
"1896","ENSG00000090621","PABPC4","8761"
"1897","ENSG00000090659","CD209","30835"
"1898","ENSG00000090661","CERS4","79603"
"1899","ENSG00000090674","MCOLN1","57192"
"1900","ENSG00000090686","USP48","84196"
"1901","ENSG00000090776","EFNB1","1947"
"1902","ENSG00000090857","PDPR","55066"
"1903","ENSG00000090861","AARS1","16"
"1904","ENSG00000090863","GLG1","2734"
"1905","ENSG00000090889","KIF4A","24137"
"1906","ENSG00000090905","TNRC6A","27327"
"1907","ENSG00000090924","PLEKHG2","64857"
"1908","ENSG00000090932","DLL3","10683"
"1909","ENSG00000090971","NAT14","57106"
"1910","ENSG00000090975","PITPNM2","57605"
"1911","ENSG00000090989","EXOC1","55763"
"1912","ENSG00000091009","RBM27","54439"
"1913","ENSG00000091010","POU4F3","5459"
"1914","ENSG00000091039","OSBPL8","114882"
"1915","ENSG00000091073","DTX2","113878"
"1916","ENSG00000091106","NLRC4","58484"
"1917","ENSG00000091127","PUS7","54517"
"1918","ENSG00000091128","LAMB4","22798"
"1919","ENSG00000091129","NRCAM","4897"
"1920","ENSG00000091136","LAMB1","3912"
"1921","ENSG00000091137","SLC26A4","5172"
"1922","ENSG00000091138","SLC26A3","1811"
"1923","ENSG00000091140","DLD","1738"
"1924","ENSG00000091157","WDR7","23335"
"1925","ENSG00000091164","TXNL1","9352"
"1926","ENSG00000091181","IL5RA","3568"
"1927","ENSG00000091262","ABCC6","368"
"1928","ENSG00000091317","CMTM6","54918"
"1929","ENSG00000091409","ITGA6","3655"
"1930","ENSG00000091428","RAPGEF4","11069"
"1931","ENSG00000091436","MAP3K20","51776"
"1932","ENSG00000091482","SMPX","23676"
"1933","ENSG00000091483","FH","2271"
"1934","ENSG00000091490","SEL1L3","23231"
"1935","ENSG00000091513","TF","7018"
"1936","ENSG00000091527","CDV3","55573"
"1937","ENSG00000091536","MYO15A","51168"
"1938","ENSG00000091542","ALKBH5","54890"
"1939","ENSG00000091583","APOH","350"
"1940","ENSG00000091592","NLRP1","22861"
"1941","ENSG00000091622","PITPNM3","83394"
"1942","ENSG00000091640","SPAG7","9552"
"1943","ENSG00000091651","ORC6","23594"
"1944","ENSG00000091656","ZFHX4","79776"
"1945","ENSG00000091664","SLC17A6","57084"
"1946","ENSG00000091704","CPA1","1357"
"1947","ENSG00000091732","ZC3HC1","51530"
"1948","ENSG00000091831","ESR1","2099"
"1949","ENSG00000091844","RGS17","26575"
"1950","ENSG00000091879","ANGPT2","285"
"1951","ENSG00000091947","TMEM101","84336"
"1952","ENSG00000091972","CD200","4345"
"1953","ENSG00000091986","CCDC80","151887"
"1954","ENSG00000092009","CMA1","1215"
"1955","ENSG00000092010","PSME1","5720"
"1956","ENSG00000092020","PPP2R3C","55012"
"1957","ENSG00000092036","HAUS4","54930"
"1958","ENSG00000092051","JPH4","84502"
"1959","ENSG00000092054","MYH7","4625"
"1960","ENSG00000092067","CEBPE","1053"
"1961","ENSG00000092068","SLC7A8","23428"
"1962","ENSG00000092094","OSGEP","55644"
"1963","ENSG00000092096","SLC22A17","51310"
"1964","ENSG00000092098","RNF31","55072"
"1965","ENSG00000092108","SCFD1","23256"
"1966","ENSG00000092140","G2E3","55632"
"1967","ENSG00000092148","HECTD1","25831"
"1968","ENSG00000092199","HNRNPC","3183"
"1969","ENSG00000092200","RPGRIP1","57096"
"1970","ENSG00000092201","SUPT16H","11198"
"1971","ENSG00000092203","TOX4","9878"
"1972","ENSG00000092208","GEMIN2","8487"
"1973","ENSG00000092295","TGM1","7051"
"1974","ENSG00000092330","TINF2","26277"
"1975","ENSG00000092345","DAZL","1618"
"1976","ENSG00000092377","TBL1Y","90665"
"1977","ENSG00000092421","SEMA6A","57556"
"1978","ENSG00000092439","TRPM7","54822"
"1979","ENSG00000092445","TYRO3","7301"
"1980","ENSG00000092470","WDR76","79968"
"1981","ENSG00000092529","CAPN3","825"
"1982","ENSG00000092531","SNAP23","8773"
"1983","ENSG00000092607","TBX15","6913"
"1984","ENSG00000092621","PHGDH","26227"
"1985","ENSG00000092758","COL9A3","1299"
"1986","ENSG00000092820","EZR","7430"
"1987","ENSG00000092841","MYL6","4637"
"1988","ENSG00000092847","AGO1","26523"
"1989","ENSG00000092850","TEKT2","27285"
"1990","ENSG00000092853","CLSPN","63967"
"1991","ENSG00000092871","RFFL","117584"
"1992","ENSG00000092929","UNC13D","201294"
"1993","ENSG00000092931","MFSD11","79157"
"1994","ENSG00000092964","DPYSL2","1808"
"1995","ENSG00000092969","TGFB2","7042"
"1996","ENSG00000092978","GPATCH2","55105"
"1997","ENSG00000093000","NUP50","10762"
"1998","ENSG00000093009","CDC45","8318"
"1999","ENSG00000093010","COMT","1312"
"2000","ENSG00000093072","ADA2","51816"
"2002","ENSG00000093134","VNN3P","55350"
"2003","ENSG00000093144","ECHDC1","55862"
"2004","ENSG00000093167","LRRFIP2","9209"
"2005","ENSG00000093183","SEC22C","9117"
"2006","ENSG00000093217","XYLB","9942"
"2007","ENSG00000094631","HDAC6","10013"
"2008","ENSG00000094661","OR1I1","126370"
"2009","ENSG00000094755","GABRP","2568"
"2010","ENSG00000094796","KRT31","3881"
"2011","ENSG00000094804","CDC6","990"
"2012","ENSG00000094841","UPRT","139596"
"2013","ENSG00000094880","CDC23","8697"
"2014","ENSG00000094914","AAAS","8086"
"2015","ENSG00000094916","CBX5","23468"
"2016","ENSG00000094963","FMO2","2327"
"2017","ENSG00000094975","SUCO","51430"
"2018","ENSG00000095002","MSH2","4436"
"2019","ENSG00000095015","MAP3K1","4214"
"2020","ENSG00000095059","DHPS","1725"
"2021","ENSG00000095066","HOOK2","29911"
"2022","ENSG00000095110","NXPE1","120400"
"2023","ENSG00000095139","ARCN1","372"
"2024","ENSG00000095203","EPB41L4B","54566"
"2025","ENSG00000095209","TMEM38B","55151"
"2026","ENSG00000095261","PSMD5","5711"
"2027","ENSG00000095303","PTGS1","5742"
"2028","ENSG00000095319","NUP188","23511"
"2029","ENSG00000095321","CRAT","1384"
"2030","ENSG00000095370","SH2D3C","10044"
"2031","ENSG00000095380","NANS","54187"
"2032","ENSG00000095383","TBC1D2","55357"
"2033","ENSG00000095397","WHRN","25861"
"2034","ENSG00000095464","PDE6C","5146"
"2035","ENSG00000095485","CWF19L1","55280"
"2036","ENSG00000095539","SEMA4G","57715"
"2037","ENSG00000095564","BTAF1","9044"
"2038","ENSG00000095574","IKZF5","64376"
"2039","ENSG00000095585","BLNK","29760"
"2040","ENSG00000095587","TLL2","7093"
"2041","ENSG00000095596","CYP26A1","1592"
"2042","ENSG00000095627","TDRD1","56165"
"2043","ENSG00000095637","SORBS1","10580"
"2044","ENSG00000095713","CRTAC1","55118"
"2045","ENSG00000095739","BAMBI","25805"
"2046","ENSG00000095752","IL11","3589"
"2047","ENSG00000095777","MYO3A","53904"
"2048","ENSG00000095787","WAC","51322"
"2049","ENSG00000095794","CREM","1390"
"2050","ENSG00000095906","NUBP2","10101"
"2051","ENSG00000095917","TPSD1","23430"
"2052","ENSG00000095932","SMIM24","284422"
"2053","ENSG00000095951","HIVEP1","3096"
"2054","ENSG00000095970","TREM2","54209"
"2055","ENSG00000095981","KCNK16","83795"
"2056","ENSG00000096006","CRISP3","10321"
"2057","ENSG00000096060","FKBP5","2289"
"2058","ENSG00000096063","SRPK1","6732"
"2059","ENSG00000096070","BRPF3","27154"
"2060","ENSG00000096080","MRPS18A","55168"
"2061","ENSG00000096088","PGC","5225"
"2062","ENSG00000096092","TMEM14A","28978"
"2063","ENSG00000096093","EFHC1","114327"
"2064","ENSG00000096264","NCR2","9436"
"2065","ENSG00000096384","HSP90AB1","3326"
"2066","ENSG00000096395","MLN","4295"
"2067","ENSG00000096401","CDC5L","988"
"2068","ENSG00000096433","ITPR3","3710"
"2069","ENSG00000096654","ZNF184","7738"
"2070","ENSG00000096696","DSP","1832"
"2071","ENSG00000096717","SIRT1","23411"
"2072","ENSG00000096746","HNRNPH3","3189"
"2073","ENSG00000096872","IFT74","80173"
"2074","ENSG00000096968","JAK2","3717"
"2075","ENSG00000096996","IL12RB1","3594"
"2076","ENSG00000097007","ABL1","25"
"2077","ENSG00000097021","ACOT7","11332"
"2078","ENSG00000097033","SH3GLB1","51100"
"2079","ENSG00000097046","CDC7","8317"
"2080","ENSG00000097096","SYDE2","84144"
"2081","ENSG00000099139","PCSK5","5125"
"2082","ENSG00000099194","SCD","6319"
"2083","ENSG00000099203","TMED1","11018"
"2084","ENSG00000099204","ABLIM1","3983"
"2085","ENSG00000099219","ERMP1","79956"
"2086","ENSG00000099246","RAB18","22931"
"2087","ENSG00000099250","NRP1","8829"
"2088","ENSG00000099251","HSD17B7P2","158160"
"2089","ENSG00000099256","PRTFDC1","56952"
"2090","ENSG00000099260","PALMD","54873"
"2091","ENSG00000099282","TSPAN15","23555"
"2092","ENSG00000099284","MACROH2A2","55506"
"2093","ENSG00000099290","WASHC2A","387680"
"2094","ENSG00000099308","MAST3","23031"
"2095","ENSG00000099326","MZF1","7593"
"2096","ENSG00000099330","OCEL1","79629"
"2097","ENSG00000099331","MYO9B","4650"
"2098","ENSG00000099337","KCNK6","9424"
"2099","ENSG00000099338","CATSPERG","57828"
"2100","ENSG00000099341","PSMD8","5714"
"2101","ENSG00000099364","FBXL19","54620"
"2102","ENSG00000099365","STX1B","112755"
"2103","ENSG00000099377","HSD3B7","80270"
"2104","ENSG00000099381","SETD1A","9739"
"2105","ENSG00000099385","BCL7C","9274"
"2106","ENSG00000099399","MAGEB2","4113"
"2107","ENSG00000099617","EFNA2","1943"
"2108","ENSG00000099622","CIRBP","1153"
"2109","ENSG00000099624","ATP5F1D","513"
"2110","ENSG00000099625","CBARP","255057"
"2111","ENSG00000099715","PCDH11Y","83259"
"2112","ENSG00000099721","AMELY","266"
"2113","ENSG00000099725","PRKY","5616"
"2114","ENSG00000099769","IGFALS","3483"
"2115","ENSG00000099783","HNRNPM","4670"
"2116","ENSG00000099785","MARCHF2","51257"
"2117","ENSG00000099795","NDUFB7","4713"
"2118","ENSG00000099797","TECR","9524"
"2119","ENSG00000099800","TIMM13","26517"
"2120","ENSG00000099804","CDC34","997"
"2121","ENSG00000099810","MTAP","4507"
"2122","ENSG00000099812","MISP","126353"
"2123","ENSG00000099814","CEP170B","283638"
"2124","ENSG00000099817","POLR2E","5434"
"2125","ENSG00000099821","POLRMT","5442"
"2126","ENSG00000099822","HCN2","610"
"2127","ENSG00000099834","CDHR5","53841"
"2128","ENSG00000099840","IZUMO4","113177"
"2129","ENSG00000099849","RASSF7","8045"
"2130","ENSG00000099860","GADD45B","4616"
"2131","ENSG00000099864","PALM","5064"
"2132","ENSG00000099866","MADCAM1","8174"
"2133","ENSG00000099869","IGF2-AS","51214"
"2134","ENSG00000099875","MKNK2","2872"
"2135","ENSG00000099889","ARVCF","421"
"2136","ENSG00000099899","TRMT2A","27037"
"2137","ENSG00000099901","RANBP1","5902"
"2138","ENSG00000099904","ZDHHC8","29801"
"2139","ENSG00000099910","KLHL22","84861"
"2140","ENSG00000099917","MED15","51586"
"2141","ENSG00000099937","SERPIND1","3053"
"2142","ENSG00000099940","SNAP29","9342"
"2143","ENSG00000099942","CRKL","1399"
"2144","ENSG00000099949","LZTR1","8216"
"2145","ENSG00000099953","MMP11","4320"
"2146","ENSG00000099954","CECR2","27443"
"2147","ENSG00000099956","SMARCB1","6598"
"2148","ENSG00000099957","P2RX6","9127"
"2149","ENSG00000099958","DERL3","91319"
"2150","ENSG00000099960","SLC7A4","6545"
"2151","ENSG00000099968","BCL2L13","23786"
"2152","ENSG00000099974","DDTL","100037417"
"2153","ENSG00000099977","DDT","1652"
"2154","ENSG00000099977","DDTL","100037417"
"2155","ENSG00000099984","GSTT2","2953"
"2156","ENSG00000099985","OSM","5008"
"2157","ENSG00000099991","CABIN1","23523"
"2158","ENSG00000099992","TBC1D10A","83874"
"2159","ENSG00000099994","SUSD2","56241"
"2160","ENSG00000099995","SF3A1","10291"
"2161","ENSG00000099998","GGT5","2687"
"2162","ENSG00000099999","RNF215","200312"
"2163","ENSG00000100003","SEC14L2","23541"
"2164","ENSG00000100012","SEC14L3","266629"
"2165","ENSG00000100014","SPECC1L","23384"
"2166","ENSG00000100023","PPIL2","23759"
"2167","ENSG00000100024","UPB1","51733"
"2168","ENSG00000100027","YPEL1","29799"
"2169","ENSG00000100028","SNRPD3","6634"
"2170","ENSG00000100029","PES1","23481"
"2171","ENSG00000100030","MAPK1","5594"
"2172","ENSG00000100031","GGT1","2678"
"2173","ENSG00000100033","PRODH","5625"
"2174","ENSG00000100034","PPM1F","9647"
"2175","ENSG00000100036","SLC35E4","339665"
"2176","ENSG00000100038","TOP3B","8940"
"2177","ENSG00000100053","CRYBB3","1417"
"2178","ENSG00000100055","CYTH4","27128"
"2179","ENSG00000100056","ESS2","8220"
"2180","ENSG00000100058","CRYBB2P1","1416"
"2181","ENSG00000100060","MFNG","4242"
"2182","ENSG00000100065","CARD10","29775"
"2183","ENSG00000100068","LRP5L","91355"
"2184","ENSG00000100075","SLC25A1","6576"
"2185","ENSG00000100077","GRK3","157"
"2186","ENSG00000100078","PLA2G3","50487"
"2187","ENSG00000100079","LGALS2","3957"
"2188","ENSG00000100083","GGA1","26088"
"2189","ENSG00000100084","HIRA","7290"
"2190","ENSG00000100092","SH3BP1","23616"
"2191","ENSG00000100095","SEZ6L","23544"
"2192","ENSG00000100097","LGALS1","3956"
"2193","ENSG00000100099","HPS4","89781"
"2194","ENSG00000100100","PIK3IP1","113791"
"2196","ENSG00000100104","SRRD","402055"
"2197","ENSG00000100105","PATZ1","23598"
"2198","ENSG00000100106","TRIOBP","11078"
"2199","ENSG00000100109","TFIP11","24144"
"2200","ENSG00000100116","GCAT","23464"
"2201","ENSG00000100121","GGTLC2","91227"
"2202","ENSG00000100122","CRYBB1","1414"
"2203","ENSG00000100124","ANKRD54","129138"
"2204","ENSG00000100129","EIF3L","51386"
"2205","ENSG00000100138","SNU13","4809"
"2206","ENSG00000100139","MICALL1","85377"
"2207","ENSG00000100142","POLR2F","5435"
"2208","ENSG00000100146","SOX10","6663"
"2209","ENSG00000100147","CCDC134","79879"
"2210","ENSG00000100150","DEPDC5","9681"
"2211","ENSG00000100151","PICK1","9463"
"2212","ENSG00000100154","TTC28","23331"
"2213","ENSG00000100156","SLC16A8","23539"
"2214","ENSG00000100162","CENPM","79019"
"2215","ENSG00000100167","SEPTIN3","55964"
"2216","ENSG00000100170","SLC5A1","6523"
"2217","ENSG00000100181","TPTEP1","387590"
"2218","ENSG00000100191","SLC5A4","6527"
"2219","ENSG00000100196","KDELR3","11015"
"2220","ENSG00000100197","CYP2D6","1565"
"2221","ENSG00000100197","LOC107987478","107987478"
"2222","ENSG00000100197","LOC107987479","107987479"
"2223","ENSG00000100201","DDX17","10521"
"2224","ENSG00000100206","DMC1","11144"
"2225","ENSG00000100207","TCF20","6942"
"2226","ENSG00000100209","HSCB","150274"
"2227","ENSG00000100211","CBY1","25776"
"2228","ENSG00000100216","TOMM22","56993"
"2229","ENSG00000100218","RSPH14","27156"
"2230","ENSG00000100219","XBP1","7494"
"2231","ENSG00000100220","RTCB","51493"
"2232","ENSG00000100221","JOSD1","9929"
"2233","ENSG00000100225","FBXO7","25793"
"2234","ENSG00000100226","GTPBP1","9567"
"2235","ENSG00000100227","POLDIP3","84271"
"2236","ENSG00000100228","RAB36","9609"
"2237","ENSG00000100234","TIMP3","7078"
"2238","ENSG00000100239","PPP6R2","9701"
"2239","ENSG00000100241","SBF1","6305"
"2240","ENSG00000100242","SUN2","25777"
"2241","ENSG00000100243","CYB5R3","1727"
"2242","ENSG00000100246","DNAL4","10126"
"2243","ENSG00000100249","C22orf31","25770"
"2244","ENSG00000100253","MIOX","55586"
"2245","ENSG00000100258","LMF2","91289"
"2246","ENSG00000100263","RHBDD3","25807"
"2247","ENSG00000100266","PACSIN2","11252"
"2248","ENSG00000100271","TTLL1","25809"
"2249","ENSG00000100276","RASL10A","10633"
"2250","ENSG00000100280","AP1B1","162"
"2251","ENSG00000100281","HMGXB4","10042"
"2252","ENSG00000100284","TOM1","10043"
"2253","ENSG00000100285","NEFH","4744"
"2254","ENSG00000100288","CHKB","1120"
"2255","ENSG00000100290","BIK","638"
"2256","ENSG00000100292","HMOX1","3162"
"2257","ENSG00000100294","MCAT","27349"
"2258","ENSG00000100296","THOC5","8563"
"2259","ENSG00000100297","MCM5","4174"
"2260","ENSG00000100298","APOBEC3H","164668"
"2261","ENSG00000100299","ARSA","410"
"2262","ENSG00000100300","TSPO","706"
"2263","ENSG00000100302","RASD2","23551"
"2264","ENSG00000100304","TTLL12","23170"
"2265","ENSG00000100307","CBX7","23492"
"2266","ENSG00000100311","PDGFB","5155"
"2267","ENSG00000100312","ACR","49"
"2268","ENSG00000100314","CABP7","164633"
"2269","ENSG00000100316","RPL3","6122"
"2270","ENSG00000100319","ZMAT5","55954"
"2271","ENSG00000100320","RBFOX2","23543"
"2272","ENSG00000100321","SYNGR1","9145"
"2273","ENSG00000100324","TAB1","10454"
"2274","ENSG00000100325","ASCC2","84164"
"2275","ENSG00000100330","MTMR3","8897"
"2276","ENSG00000100335","MIEF1","54471"
"2277","ENSG00000100336","APOL4","80832"
"2278","ENSG00000100341","PNPLA5","150379"
"2279","ENSG00000100342","APOL1","8542"
"2280","ENSG00000100344","PNPLA3","80339"
"2281","ENSG00000100345","MYH9","4627"
"2282","ENSG00000100346","CACNA1I","8911"
"2283","ENSG00000100347","SAMM50","25813"
"2284","ENSG00000100348","TXN2","25828"
"2285","ENSG00000100350","FOXRED2","80020"
"2286","ENSG00000100351","GRAP2","9402"
"2287","ENSG00000100353","EIF3D","8664"
"2288","ENSG00000100354","TNRC6B","23112"
"2289","ENSG00000100359","SGSM3","27352"
"2290","ENSG00000100360","IFT27","11020"
"2291","ENSG00000100362","PVALB","5816"
"2292","ENSG00000100364","KIAA0930","23313"
"2293","ENSG00000100365","NCF4","4689"
"2294","ENSG00000100368","CSF2RB","1439"
"2295","ENSG00000100372","SLC25A17","10478"
"2296","ENSG00000100373","UPK3A","7380"
"2297","ENSG00000100376","FAM118A","55007"
"2298","ENSG00000100379","KCTD17","79734"
"2299","ENSG00000100380","ST13","6767"
"2300","ENSG00000100385","IL2RB","3560"
"2301","ENSG00000100387","RBX1","9978"
"2302","ENSG00000100393","EP300","2033"
"2303","ENSG00000100395","L3MBTL2","83746"
"2304","ENSG00000100399","CHADL","150356"
"2305","ENSG00000100401","RANGAP1","5905"
"2306","ENSG00000100403","ZC3H7B","23264"
"2307","ENSG00000100410","PHF5A","84844"
"2308","ENSG00000100412","ACO2","50"
"2309","ENSG00000100413","POLR3H","171568"
"2310","ENSG00000100416","TRMU","55687"
"2311","ENSG00000100417","PMM1","5372"
"2312","ENSG00000100418","DESI1","27351"
"2313","ENSG00000100422","CERK","64781"
"2314","ENSG00000100425","BRD1","23774"
"2315","ENSG00000100426","ZBED4","9889"
"2316","ENSG00000100427","MLC1","23209"
"2317","ENSG00000100429","HDAC10","83933"
"2318","ENSG00000100433","KCNK10","54207"
"2319","ENSG00000100439","ABHD4","63874"
"2320","ENSG00000100441","KHNYN","23351"
"2321","ENSG00000100442","FKBP3","2287"
"2322","ENSG00000100445","SDR39U1","56948"
"2323","ENSG00000100448","CTSG","1511"
"2324","ENSG00000100450","GZMH","2999"
"2325","ENSG00000100453","GZMB","3002"
"2326","ENSG00000100461","RBM23","55147"
"2327","ENSG00000100462","PRMT5","10419"
"2328","ENSG00000100473","COCH","1690"
"2329","ENSG00000100478","AP4S1","11154"
"2330","ENSG00000100479","POLE2","5427"
"2331","ENSG00000100483","VCPKMT","79609"
"2332","ENSG00000100485","SOS2","6655"
"2333","ENSG00000100490","CDKL1","8814"
